Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
247,739,713012,3699581,http://object-naming-amore.upf.edu//713012_3699581_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/713012.jpg,woman,a woman sitting on a bench,ladybug,a woman sitting on a bench
248,1610,2317452,3440544,http://object-naming-amore.upf.edu//2317452_3440544_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2317452.jpg,lady,the woman in the red box,red chair,a woman sitting at a table with a hot dog in front of her
249,14964,2374561,1970022,http://object-naming-amore.upf.edu//2374561_1970022_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2374561.jpg,boy,a boy holding a bottle of water,"a man wearing a black t-shirt, a black hat, and a black backpack holding a bottle",a young boy holding a cell phone in front of a crowd of people
250,23515,2410659,212421,http://object-naming-amore.upf.edu//2410659_212421_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410659.jpg,lady,a person,person's face,a man in a blue shirt holding a piece of paper and looking at his cell phone
251,10924,2360034,2353923,http://object-naming-amore.upf.edu//2360034_2353923_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360034.jpg,man,A toilet,A toilet that has been painted,A toilet
252,3249,2326067,3475390,http://object-naming-amore.upf.edu//2326067_3475390_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2326067.jpg,boy,skateboarder,The person on the skateboard,skateboarder
253,3862,2329346,3440185,http://object-naming-amore.upf.edu//2329346_3440185_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2329346.jpg,man,A man shaving his face,The person shaving,A man shaving his face with a razor
254,4553,2333317,3394361,http://object-naming-amore.upf.edu//2333317_3394361_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2333317.jpg,child,the child,The girl with her hand,The child in the red box with the first name that comes to mind
255,1228,2315830,2759126,http://object-naming-amore.upf.edu//2315830_2759126_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2315830.jpg,skateboarder,a skateboarder,the skateboarder is doing a trick,a skateboarder on a skateboard ramp
256,16537,2380395,1347202,http://object-naming-amore.upf.edu//2380395_1347202_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2380395.jpg,man,The tennis player,Tennis ball,a tennis player
257,7466,2346979,894686,http://object-naming-amore.upf.edu//2346979_894686_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2346979.jpg,man,The man in the red box,sushi bar man,The man in the red box with the first name that comes to mind
258,2382,2320835,2709625,http://object-naming-amore.upf.edu//2320835_2709625_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2320835.jpg,girl,the girl holding the american flag,The child holding the american flag,american flag
259,8314,2350143,1977173,http://object-naming-amore.upf.edu//2350143_1977173_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350143.jpg,man,The man on the bike,An adult woman riding a bicycle with a small black object wrapped around her hand,The man on the bike
260,19665,2394670,462067,http://object-naming-amore.upf.edu//2394670_462067_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394670.jpg,man,A person on skis,The man on the snow,The person in the red box with the first name that comes to mind
261,7964,2348824,879551,http://object-naming-amore.upf.edu//2348824_879551_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2348824.jpg,batter,The baseball bat,Base,A baseball bat
262,5199,2336681,3456683,http://object-naming-amore.upf.edu//2336681_3456683_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2336681.jpg,woman,frisbee,frisbee,frisbee
263,7756,2348052,885249,http://object-naming-amore.upf.edu//2348052_885249_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2348052.jpg,man,frisbee,"Frisbee, frisbee, frisbee, frisbee, frisbee,",frisbee
264,21529,2403003,1128968,http://object-naming-amore.upf.edu//2403003_1128968_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403003.jpg,man,The tennis ball,tennis racket,A tennis racket
265,10578,2358824,3542016,http://object-naming-amore.upf.edu//2358824_3542016_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2358824.jpg,girl,a girl playing a video game,girl wearing blue top,The girl in the blue shirt with the wii remote in her hand
266,15222,2375444,582356,http://object-naming-amore.upf.edu//2375444_582356_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2375444.jpg,boy,The boy in the water,child,A young boy riding a surfboard in the ocean
267,12845,2366736,3877450,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2366736.jpg,lady,The tennis racket,It is a tennis racket and the object in the center is a woman,A tennis racket
268,5917,2340502,947238,http://object-naming-amore.upf.edu//2340502_947238_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2340502.jpg,man,the man in the red box,man holding a laptop ___________________,the person in the red box with the first name that comes to mind
269,22876,2408408,649875,http://object-naming-amore.upf.edu//2408408_649875_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408408.jpg,boy,soccer ball,soccer ball,soccer ball
270,22190,2405680,1106715,http://object-naming-amore.upf.edu//2405680_1106715_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405680.jpg,man,A tennis racket,tennis racket,A tennis player hitting a tennis ball with a tennis racquet
271,644,285722,1075501,http://object-naming-amore.upf.edu//285722_1075501_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/285722.jpg,boy,a kite,kite,kite
272,12062,2364103,642969,http://object-naming-amore.upf.edu//2364103_642969_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2364103.jpg,woman,tennis racket,tennis ball,tennis racket
273,16268,2379276,1358945,http://object-naming-amore.upf.edu//2379276_1358945_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379276.jpg,girl,Frisbee,Frisbee,Frisbee
274,13646,2369768,609414,http://object-naming-amore.upf.edu//2369768_609414_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2369768.jpg,guy,a hot dog,chorizo,a man with a beard eating a hot dog in a restaurant
275,1153,2315459,3180754,http://object-naming-amore.upf.edu//2315459_3180754_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2315459.jpg,man,a wine glass,chair,a bottle of red wine
276,20750,2399694,1167295,http://object-naming-amore.upf.edu//2399694_1167295_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399694.jpg,man,skateboarder,"skateboard, wave, jump, etc",skateboarder
277,13572,2369474,1987347,http://object-naming-amore.upf.edu//2369474_1987347_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2369474.jpg,boy,A skateboarder,Skateboard,A person jumping on a skateboard
278,22187,2405662,372674,http://object-naming-amore.upf.edu//2405662_372674_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405662.jpg,skateboarder,A skateboarder,Person on a skateboard,A skateboarder
279,7997,2348921,1737771,http://object-naming-amore.upf.edu//2348921_1737771_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2348921.jpg,child,A teddy bear,It's a child sleeping in a car,A teddy bear
280,18526,2389390,1261310,http://object-naming-amore.upf.edu//2389390_1261310_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389390.jpg,child,A pizza,The food on the plate,A child eating a slice of pizza
281,24668,2415169,144634,http://object-naming-amore.upf.edu//2415169_144634_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415169.jpg,boy,A cake,"My son's favorite cake, a chocolate cake, has the first name of the boy's first name",Birthday cake
282,119,652,1064713,http://object-naming-amore.upf.edu//652_1064713_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/652.jpg,man,The rock in the foreground,The man wearing a baseball cap on a rock,a person sitting on a rock in front of a mountain
283,1797,2318208,1013227,http://object-naming-amore.upf.edu//2318208_1013227_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2318208.jpg,woman,tv remote,tv remote,The remote control
284,7655,2347658,888783,http://object-naming-amore.upf.edu//2347658_888783_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2347658.jpg,boy,A baseball glove,A baseball glove,A baseball glove
285,2075,2319330,3945768,http://object-naming-amore.upf.edu//2319330_3945768_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2319330.jpg,girl,a girl,girl holding up a wii remote,a young girl in a pink shirt holding a wii remote in the air
286,17532,2384793,1304811,http://object-naming-amore.upf.edu//2384793_1304811_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2384793.jpg,child,The book,"The red box with the name ""diane"" in it",The book in the red box with the first name that comes to mind
287,19626,2394449,1211896,http://object-naming-amore.upf.edu//2394449_1211896_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2394449.jpg,man,the dog,dog,dog
288,10429,2358312,1858734,http://object-naming-amore.upf.edu//2358312_1858734_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2358312.jpg,boy,The person in the red box,"Player, as in hurler",The person in the red box with the first name that comes to mind
289,6522,2343199,926358,http://object-naming-amore.upf.edu//2343199_926358_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343199.jpg,man,motorcycle,a motorcycle rider,Motorcycle
290,15781,2377491,1712182,http://object-naming-amore.upf.edu//2377491_1712182_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2377491.jpg,boy,a person,red hoodie,The person in the red hoodie
291,18784,2390586,495818,http://object-naming-amore.upf.edu//2390586_495818_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390586.jpg,man,a skateboarder,skateboard,a skateboarder doing a trick on a skateboard
292,17007,2382422,1328801,http://object-naming-amore.upf.edu//2382422_1328801_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382422.jpg,guy,frisbee,frisbee,frisbee
293,25104,2417120,2923613,http://object-naming-amore.upf.edu//2417120_2923613_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417120.jpg,boy,the basketball player,the ball,a basketball player
294,5837,2340047,2048811,http://object-naming-amore.upf.edu//2340047_2048811_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2340047.jpg,skier,A snowboarder,person,A snowboarder
295,16713,2381105,1339266,http://object-naming-amore.upf.edu//2381105_1339266_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2381105.jpg,man,skateboard,A skateboarder,a skateboarder
296,6715,2343931,3190769,http://object-naming-amore.upf.edu//2343931_3190769_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2343931.jpg,girl,The tennis player,The female tennis player,A tennis racket
297,7569,2347374,891439,http://object-naming-amore.upf.edu//2347374_891439_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2347374.jpg,man,the red box with the first name that comes to mind,the guy sitting at the sushi restaurant,the red box with the first name that comes to mind
298,13297,2368397,746635,http://object-naming-amore.upf.edu//2368397_746635_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2368397.jpg,lady,The man in the orange shirt,man wearing a black shirt with orange stripe and brown cap with black beak on his head,The man in the orange shirt
299,21640,2403473,352739,http://object-naming-amore.upf.edu//2403473_352739_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403473.jpg,girl,frisbee,The frisbee,frisbee
300,19945,2396020,665408,http://object-naming-amore.upf.edu//2396020_665408_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2396020.jpg,dog,dog,my dog,dog
301,12420,2365303,2557673,http://object-naming-amore.upf.edu//2365303_2557673_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2365303.jpg,goose,goose,"goose, goose!!!",geese
302,5239,2336842,2539716,http://object-naming-amore.upf.edu//2336842_2539716_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2336842.jpg,dog,The dog,Frisbee,a dog catching a frisbee
303,1630,2317524,3226417,http://object-naming-amore.upf.edu//2317524_3226417_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2317524.jpg,giraffe,giraffe,The giraffe,giraffe
304,13492,2369214,2372545,http://object-naming-amore.upf.edu//2369214_2372545_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2369214.jpg,dachshund,dog,??????,A woman in bed with her dog
305,24730,2415445,1056072,http://object-naming-amore.upf.edu//2415445_1056072_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415445.jpg,giraffe,giraffe,the giraffe,giraffe
306,20447,2398290,1181039,http://object-naming-amore.upf.edu//2398290_1181039_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398290.jpg,cow,Cow,The Cow on the beach,Cow on the beach
307,5264,2336986,2053805,http://object-naming-amore.upf.edu//2336986_2053805_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2336986.jpg,cat,The cat,the little white cat,The cat is looking at the bird in the red box with the first name that comes to mind.
308,3175,2325715,985342,http://object-naming-amore.upf.edu//2325715_985342_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2325715.jpg,cat,A black cat,black cat,A black cat sitting on top of a suitcase
309,9517,2354835,3776131,http://object-naming-amore.upf.edu//2354835_3776131_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2354835.jpg,dog,A dog looking out the window of a car,The dog,A dog looking out the window of a car
310,22971,2408741,255850,http://object-naming-amore.upf.edu//2408741_255850_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408741.jpg,bird,Heron,,The bird in the red box with the first name that comes to mind
311,24199,2413266,176854,http://object-naming-amore.upf.edu//2413266_176854_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413266.jpg,horse,horse,the person who rode the horse,The horse in the red box with the first name that comes to mind
312,10567,2358781,799228,http://object-naming-amore.upf.edu//2358781_799228_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2358781.jpg,puppy,Puppy,"""The puppy",Puppy
313,12660,2366145,630281,http://object-naming-amore.upf.edu//2366145_630281_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2366145.jpg,zebra,zebra,zebra,zebra
314,5390,2337648,956843,http://object-naming-amore.upf.edu//2337648_956843_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2337648.jpg,cat,cat,kitty cat __________________Maine lawmakers debate changes to school start times,A cat
315,4781,2334545,2522368,http://object-naming-amore.upf.edu//2334545_2522368_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2334545.jpg,horse,The horse,A person riding a horse,a person riding a horse
316,17992,2386685,1283611,http://object-naming-amore.upf.edu//2386685_1283611_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386685.jpg,cow,The longhorn cattle,Texan Longhorn steer,longhorn cattle
317,6134,2341606,941279,http://object-naming-amore.upf.edu//2341606_941279_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2341606.jpg,sheep,Goat,goat,Goat
318,4453,2332715,3320866,http://object-naming-amore.upf.edu//2332715_3320866_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2332715.jpg,dog,dog,a dog,A dog
319,2626,2322492,2722184,http://object-naming-amore.upf.edu//2322492_2722184_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2322492.jpg,dog,The dog,This picture of our dog,The dog in the red box with the first name that comes to mind
320,1932,2318723,1007756,http://object-naming-amore.upf.edu//2318723_1007756_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2318723.jpg,cat,The cat on the laptop,This is a cat that is laying on a laptop,A cat laying on a laptop on a bed
321,13780,2370237,2526502,http://object-naming-amore.upf.edu//2370237_2526502_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2370237.jpg,cat,The cat,The white toilet bowl,A cat sitting on a toilet seat
322,16931,2382138,1330737,http://object-naming-amore.upf.edu//2382138_1330737_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382138.jpg,dog,dog,big dog,dog
323,2952,2324232,988262,http://object-naming-amore.upf.edu//2324232_988262_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2324232.jpg,dog,The dog,the dog in the room,A black dog laying on a bed
324,24824,2415906,2814876,http://object-naming-amore.upf.edu//2415906_2814876_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415906.jpg,giraffe,Giraffe,A giraffe,The giraffe in the red box with the first name that comes to mind is a giraffe
325,4982,2335649,3469760,http://object-naming-amore.upf.edu//2335649_3469760_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2335649.jpg,horse,The horse,The bucking bronco,A cowboy riding a horse in a rodeo
326,14628,2373356,732934,http://object-naming-amore.upf.edu//2373356_732934_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2373356.jpg,cow,cow,cow,cow
327,24707,2415362,1056001,http://object-naming-amore.upf.edu//2415362_1056001_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415362.jpg,bird,The bird in the red box,I've been trying to figure out how to name objects in the red box with the first name that,The bird in the red box with the first name that comes to mind
328,9851,2356198,2272555,http://object-naming-amore.upf.edu//2356198_2272555_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356198.jpg,cat,A cat,A cat with its head turned to the left with its ears back,I'll take him to the hospital
329,21907,2404559,3814915,http://object-naming-amore.upf.edu//2404559_3814915_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404559.jpg,bull,The animal in the red box with the first name that comes to mind is a cow,A very happy cattle in the background,The animal in the red box with the first name that comes to mind is a highland cow
330,9716,2355629,827967,http://object-naming-amore.upf.edu//2355629_827967_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2355629.jpg,zebra,zebras,a zebras,zebras
331,20922,2400538,1157740,http://object-naming-amore.upf.edu//2400538_1157740_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400538.jpg,giraffe,giraffe,this is a giraffe,A giraffe
332,6989,2345006,1043028,http://object-naming-amore.upf.edu//2345006_1043028_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2345006.jpg,giraffe,giraffe,A giraffe with its mouth open,a giraffe
333,24239,2413423,173850,http://object-naming-amore.upf.edu//2413423_173850_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413423.jpg,giraffe,giraffe,Giraffe,giraffe
334,14001,2371049,2206492,http://object-naming-amore.upf.edu//2371049_2206492_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371049.jpg,horse,horse,horses,horse
335,24655,2415108,145827,http://object-naming-amore.upf.edu//2415108_145827_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415108.jpg,horse,A horse,"the horse, it is a horse",A little girl in a cowboy hat riding a horse
336,14162,2371640,738845,http://object-naming-amore.upf.edu//2371640_738845_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371640.jpg,cow,cow,Red cow,cow
337,18506,2389260,1262603,http://object-naming-amore.upf.edu//2389260_1262603_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389260.jpg,cat,cat,A cat on a laptop,A cat
338,10683,2359187,795382,http://object-naming-amore.upf.edu//2359187_795382_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2359187.jpg,horse,The horse,A young horse in the sand at the beach,The horse in the red box with the first name that comes to mind
339,20955,2400642,1156380,http://object-naming-amore.upf.edu//2400642_1156380_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400642.jpg,dog,A dog catching a frisbee,Border Collie Frisbee,A dog catching a frisbee
340,4183,2331130,2853319,http://object-naming-amore.upf.edu//2331130_2853319_supercat_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2331130.jpg,mouse,A mouse,A mouse with a hand inside it.,A cat's paw on a computer mouse
341,13812,2370342,604899,http://object-naming-amore.upf.edu//2370342_604899_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2370342.jpg,dog,The dog,The dog is sleeping,This is a black labrador retriever
342,18125,2387387,513673,http://object-naming-amore.upf.edu//2387387_513673_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2387387.jpg,dog,a dog,A dog,a basset hound
343,20424,2398188,427650,http://object-naming-amore.upf.edu//2398188_427650_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2398188.jpg,giraffe,giraffe,g,giraffe
344,8986,2352908,1880174,http://object-naming-amore.upf.edu//2352908_1880174_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2352908.jpg,sheep,sheep,sheep,A sheep
345,20201,2397212,436084,http://object-naming-amore.upf.edu//2397212_436084_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397212.jpg,puppy,dog,dog,dog
346,11845,2363286,766291,http://object-naming-amore.upf.edu//2363286_766291_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2363286.jpg,cow,cow,the cow,A cow
347,2881,2323802,2842007,http://object-naming-amore.upf.edu//2323802_2842007_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2323802.jpg,dog,dog,The dog in the pink shirt,a dog sleeping on a couch
348,1768,2318103,1014072,http://object-naming-amore.upf.edu//2318103_1014072_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2318103.jpg,horse,The horse,A cop on a horse on a street,A police officer on a horse
349,15404,2376123,1984251,http://object-naming-amore.upf.edu//2376123_1984251_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2376123.jpg,cat,The cat,"Cat, grey tabby cat",The object in the red box with the first name that comes to mind is a cat
350,9905,2356387,820983,http://object-naming-amore.upf.edu//2356387_820983_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356387.jpg,bird,The parrot,Blue Macaw,A blue and yellow parrot sitting on a branch
351,23961,2412386,195427,http://object-naming-amore.upf.edu//2412386_195427_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412386.jpg,cat,The cat,The black cat,The cat in the red box with the first name that comes to mind
352,1329,2316310,3180870,http://object-naming-amore.upf.edu//2316310_3180870_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2316310.jpg,horse,The cow,"this is a cow, I was trying to figure out what is in the box",a cow
353,18432,2388902,1265782,http://object-naming-amore.upf.edu//2388902_1265782_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388902.jpg,giraffe,giraffe,person,a giraffe
354,15331,2375840,3689328,http://object-naming-amore.upf.edu//2375840_3689328_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2375840.jpg,cat,The cat,the laptop,The cat on top of the computer
355,19385,2393305,473302,http://object-naming-amore.upf.edu//2393305_473302_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393305.jpg,dog,dog,"""Biscuit""",The dog is jumping over the object in the red box with the first name that comes to mind
356,4252,2331519,971735,http://object-naming-amore.upf.edu//2331519_971735_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2331519.jpg,dog,The dog,dog,The dog laying on the grass with the frisbee in its mouth
357,9714,2355626,1685204,http://object-naming-amore.upf.edu//2355626_1685204_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2355626.jpg,giraffe,giraffe,A giraffe,giraffe
358,19113,2392033,3826351,http://object-naming-amore.upf.edu//2392033_3826351_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392033.jpg,dog,The dog,The Frisbee,The object in the red box with the first name that comes to mind is a dog
359,16339,2379586,711871,http://object-naming-amore.upf.edu//2379586_711871_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379586.jpg,puppy,a stuffed animal,black puppy dog holding stuffed bear with its right paw,teddy bear
360,4939,2335376,2907388,http://object-naming-amore.upf.edu//2335376_2907388_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2335376.jpg,horse,The horse,"This is the horse and buggy with the carriage on the front, and the wagon on the back.",A horse pulling a trolley
361,10131,2357249,813569,http://object-naming-amore.upf.edu//2357249_813569_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2357249.jpg,horse,horse,the red horse,"jockey, horse, horse race, horse race, horse race, horse race, horse race,"
362,17829,2385979,684619,http://object-naming-amore.upf.edu//2385979_684619_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2385979.jpg,duck,A bird,the rock-and-gull,The bird in the red box with the first name that comes to mind is a cormorant
363,10865,2359820,2246762,http://object-naming-amore.upf.edu//2359820_2246762_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2359820.jpg,cat,cat,The cat _____,the cat in the pot
364,14484,2372821,590298,http://object-naming-amore.upf.edu//2372821_590298_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372821.jpg,duck,The goose,geese,geese
365,16940,2382167,1330446,http://object-naming-amore.upf.edu//2382167_1330446_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382167.jpg,cat,The cat,cat,The cat sitting on the window sill
366,18366,2388590,1267972,http://object-naming-amore.upf.edu//2388590_1267972_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2388590.jpg,zebra,zebra,a zebra,zebra
367,10930,2360054,789946,http://object-naming-amore.upf.edu//2360054_789946_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360054.jpg,cat,The cat,Cat,A laptop computer with a cat on it
368,2030,2319103,1004642,http://object-naming-amore.upf.edu//2319103_1004642_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2319103.jpg,zebra,The zebra,two zebras grazing in a field,Two zebras
369,12378,2365126,1981422,http://object-naming-amore.upf.edu//2365126_1981422_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2365126.jpg,mouse,The mouse,mouse,"The mouse, the mouse, the mouse, the mouse, the mouse, the mouse, the mouse"
370,12467,2365466,2572859,http://object-naming-amore.upf.edu//2365466_2572859_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2365466.jpg,giraffe,giraffe,[giraffe]  image,giraffe
371,4940,2335379,2556466,http://object-naming-amore.upf.edu//2335379_2556466_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2335379.jpg,giraffe,Giraffe,Giraffe,Giraffe
372,19005,2391612,487660,http://object-naming-amore.upf.edu//2391612_487660_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2391612.jpg,giraffe,giraffe,Giraffe,giraffe
373,7020,2345110,3162947,http://object-naming-amore.upf.edu//2345110_3162947_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2345110.jpg,dog,Sheep,the sheep,Sheep
374,13644,2369759,2954198,http://object-naming-amore.upf.edu//2369759_2954198_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2369759.jpg,cat,The cat,cat,The object in the red box with the first name that comes to mind is a cat
375,14020,2371119,3855193,http://object-naming-amore.upf.edu//2371119_3855193_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371119.jpg,dog,The dog,This is a german shepherd,The dog laying on the bed
376,12598,2365947,631264,http://object-naming-amore.upf.edu//2365947_631264_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2365947.jpg,cow,cow,This animal in the field is standing on its hind legs. This animal looks to be a small cow,a cow
