Unnamed: 0.1,Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,bbox_xywh,clusters,topname,responses,incorrect,singletons,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,correct_responses,n_incorrect,valid_responses,"BLIP-2, greedy decode","BLIP-2, nucleus sampling decode","BLIP-2, beam search decode"
376,12598,2365947,631264,http://object-naming-amore.upf.edu//2365947_631264_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2365947.jpg,cow,animals_plants,ungulate.n.01,"{'animal': 1.0, 'goat': 1.0, 'sheep': 1.0}",1.0,{'None': 1.0},2365947.jpg,animal,"[76, 47, 294, 236]","[{32: ['cow', 'goat', 'sheep', 'animal']}]",cow,"{'cow': 21, 'sheep': 7, 'goat': 2, 'animal': 2, 'cattle': 1}",{},"{'calf': 1, 'lam boy': 1, 'grazer': 1}","{'cow': 1.0, 'sheep': 0.5, 'goat': 0.5, 'animal': 1.0, 'cattle': 'NA'}","{'cow': {'None': 1.0}, 'sheep': {'visual': 1.0}, 'goat': {'visual': 1.0}, 'animal': {'None': 1.0}, 'cattle': 'NA'}",33,0.6363636363636364,1.532571382002175,5,animals_plants,test,"{'cow': {'cow': 1.0, 'sheep': 1.0, 'goat': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'sheep': {'cow': 1.0, 'sheep': 1.0, 'goat': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'goat': {'cow': 1.0, 'sheep': 1.0, 'goat': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'animal': {'cow': 1.0, 'sheep': 1.0, 'goat': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'cattle': {'cow': 'NA', 'sheep': 'NA', 'goat': 'NA', 'animal': 'NA', 'cattle': 'NA'}}",33,0,"['cow', 'sheep', 'goat', 'animal', 'cattle']",cow,This animal in the field is standing on its hind legs. This animal looks to be a small cow,a cow
377,13016,2367391,622824,http://object-naming-amore.upf.edu//2367391_622824_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2367391.jpg,pug,animals_plants,dog.n.01,{'dog': 1.0},1.0,{'None': 1.0},2367391.jpg,animal,"[108, 159, 262, 157]","[{28: ['pug', 'dog']}, {2: ['jacket']}]",dog,"{'dog': 25, 'pug': 3}",{'jacket': 2},"{'t-shirt': 1, 'belt': 1}","{'jacket': 0.17, 'dog': 1.0, 'pug': 1.0}","{'jacket': {'bounding box': 0.3, 'other': 0.7}, 'dog': {'None': 1.0}, 'pug': {'None': 1.0}}",28,0.8928571428571429,0.4912373418243331,2,animals_plants,,"{'jacket': {'jacket': 1.0, 'dog': 0.0, 'pug': 0.0}, 'dog': {'jacket': 0.0, 'dog': 1.0, 'pug': 1.0}, 'pug': {'jacket': 0.0, 'dog': 1.0, 'pug': 1.0}}",28,2,"['dog', 'pug']",pug,The pug in the photo,pug
378,12386,2365160,2652042,http://object-naming-amore.upf.edu//2365160_2652042_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2365160.jpg,horse,animals_plants,horse.n.01,{'pony': 1.0},1.0,{'None': 1.0},2365160.jpg,animal,"[0, 95, 493, 261]","[{35: ['pony', 'horse']}]",horse,"{'horse': 32, 'pony': 3}",{},{'shirt': 1},"{'horse': 1.0, 'pony': 1.0}","{'horse': {'None': 1.0}, 'pony': {'None': 1.0}}",35,0.9142857142857144,0.4220005168831531,2,animals_plants,train,"{'horse': {'horse': 1.0, 'pony': 1.0}, 'pony': {'horse': 1.0, 'pony': 1.0}}",35,0,"['horse', 'pony']",The horse,This red horse,The horse in the red box with the first name that comes to mind
379,9407,2354485,1723349,http://object-naming-amore.upf.edu//2354485_1723349_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2354485.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2354485.jpg,animal,"[30, 7, 341, 297]",[{33: ['bird']}],bird,{'bird': 33},{},"{'pigeon': 1, 'pheasant': 1, 'dove': 1}",{'bird': 1.0},{'bird': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'bird': {'bird': 1.0}},33,0,['bird'],The bird in the red box,The red-shouldered pigeon (Columba livia),The bird in the red box with the first name that comes to mind
380,14111,2371427,2614521,http://object-naming-amore.upf.edu//2371427_2614521_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2371427.jpg,cow,animals_plants,ungulate.n.01,"{'bull': 0.67, 'cow': 1.0}",1.0,{'None': 1.0},2371427.jpg,animal,"[170, 14, 213, 315]","[{34: ['cow', 'bull']}]",cow,"{'cow': 29, 'bull': 5}",{},{},"{'cow': 1.0, 'bull': 0.67}","{'cow': {'None': 1.0}, 'bull': {'None': 0.7, 'other': 0.3}}",34,0.8529411764705882,0.6024308020404453,2,animals_plants,train,"{'cow': {'cow': 1.0, 'bull': 0.67}, 'bull': {'cow': 0.67, 'bull': 1.0}}",34,0,"['cow', 'bull']",The cow,cow,A cow
381,25215,2417570,2936443,http://object-naming-amore.upf.edu//2417570_2936443_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417570.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2417570.jpg,animal,"[102, 63, 370, 310]",[{35: ['cat']}],cat,{'cat': 35},{},{'sheet': 1},{'cat': 1.0},{'cat': {'None': 1.0}},35,1.0,0.0,1,animals_plants,val,{'cat': {'cat': 1.0}},35,0,['cat'],A stuffed bear,The Cat,A teddy bear
382,3920,2329647,3447010,http://object-naming-amore.upf.edu//2329647_3447010_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2329647.jpg,dog,animals_plants,dog.n.01,{'dog': 1.0},1.0,{'None': 1.0},2329647.jpg,animal,"[28, 323, 330, 175]",[{33: ['dog']}],dog,{'dog': 33},{},{},{'dog': 1.0},{'dog': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},33,0,['dog'],The dog,A young girl pouring water from a hydrant on a dog in a park,The dog in the red box with the first name that comes to mind
383,19814,2395395,455011,http://object-naming-amore.upf.edu//2395395_455011_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395395.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2395395.jpg,animal,"[238, 32, 227, 145]",[{31: ['dog']}],dog,{'dog': 31},{},{'belt': 1},{'dog': 1.0},{'dog': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},31,0,['dog'],dog,it's a dog,A dog on a surfboard
384,6110,2341494,2027333,http://object-naming-amore.upf.edu//2341494_2027333_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2341494.jpg,cow,animals_plants,ungulate.n.01,"{'animal': 1.0, 'cow': 1.0}",1.0,{'None': 1.0},2341494.jpg,animal,"[155, 140, 174, 210]","[{31: ['cow', 'animal']}]",cow,"{'cow': 29, 'animal': 2}",{},{},"{'cow': 1.0, 'animal': 1.0}","{'cow': {'None': 1.0}, 'animal': {'None': 1.0}}",31,0.935483870967742,0.345117314944953,2,animals_plants,train,"{'cow': {'cow': 1.0, 'animal': 1.0}, 'animal': {'cow': 1.0, 'animal': 1.0}}",31,0,"['cow', 'animal']",The cow,Cow,Cow
385,11059,2360500,787660,http://object-naming-amore.upf.edu//2360500_787660_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2360500.jpg,cat,animals_plants,feline.n.01,{'kitten': 1.0},1.0,{'None': 1.0},2360500.jpg,animal,"[197, 64, 205, 194]","[{33: ['kitten', 'cat']}]",cat,"{'cat': 29, 'kitten': 4}",{},"{'dog': 1, 'pet': 1, 'animal': 1}","{'cat': 1.0, 'kitten': 1.0}","{'cat': {'None': 1.0}, 'kitten': {'None': 1.0}}",33,0.8787878787878788,0.5328350630342235,2,animals_plants,train,"{'cat': {'cat': 1.0, 'kitten': 1.0}, 'kitten': {'cat': 1.0, 'kitten': 1.0}}",33,0,['cat'],A cat,The cat,A cat
386,23715,2411402,1080237,http://object-naming-amore.upf.edu//2411402_1080237_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2411402.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2411402.jpg,animal,"[93, 60, 344, 230]",[{35: ['dog']}],dog,{'dog': 35},{},{'bile': 1},{'dog': 1.0},{'dog': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},35,0,['dog'],dog,a dog,dog
387,15674,2377123,3680317,http://object-naming-amore.upf.edu//2377123_3680317_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377123.jpg,zebra,animals_plants,ungulate.n.01,{'zebra': 1.0},1.0,{'None': 1.0},2377123.jpg,animal,"[105, 49, 176, 328]",[{34: ['zebra']}],zebra,{'zebra': 34},{},{},{'zebra': 1.0},{'zebra': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},34,0,['zebra'],zebra,zebra,zebra
388,1685,2317774,1017522,http://object-naming-amore.upf.edu//2317774_1017522_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2317774.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2317774.jpg,animal,"[237, 70, 245, 164]",[{34: ['cat']}],cat,{'cat': 34},{},{'kitten': 1},{'cat': 1.0},{'cat': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},34,0,['cat'],cat,the cat,the cat
389,10482,2358505,801946,http://object-naming-amore.upf.edu//2358505_801946_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2358505.jpg,giraffe,animals_plants,ungulate.n.01,{'giraffe': 1.0},1.0,{'None': 1.0},2358505.jpg,animal,"[150, 115, 229, 187]",[{35: ['giraffe']}],giraffe,{'giraffe': 35},{},{},{'giraffe': 1.0},{'giraffe': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},35,0,['giraffe'],giraffe,giraffe,giraffe
390,8485,2350867,864831,http://object-naming-amore.upf.edu//2350867_864831_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350867.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2350867.jpg,animal,"[19, 158, 320, 294]",[{35: ['horse']}],horse,{'horse': 35},{},{'t-shirt': 1},{'horse': 1.0},{'horse': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},35,0,['horse'],The horse,horse,A horse jumping over an obstacle
391,2944,2324209,3113609,http://object-naming-amore.upf.edu//2324209_3113609_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2324209.jpg,cow,animals_plants,ungulate.n.01,{'statue': 1.0},1.0,{'None': 1.0},2324209.jpg,animal,"[74, 21, 349, 354]","[{29: ['statue', 'cow']}]",cow,"{'cow': 25, 'statue': 4}",{},"{'cooling glass': 1, 'art': 1, 'artwork': 1, 'doll': 1, 'toy': 1, 'toy cow': 1}","{'cow': 1.0, 'statue': 1.0}","{'cow': {'None': 1.0}, 'statue': {'None': 1.0}}",29,0.8620689655172413,0.57879462463212,2,animals_plants,train,"{'cow': {'cow': 1.0, 'statue': 1.0}, 'statue': {'cow': 1.0, 'statue': 1.0}}",29,0,"['cow', 'statue']",cow,A cow dressed up as a baseball player,The cow in the red box with the first name that comes to mind
392,14364,2372357,2401804,http://object-naming-amore.upf.edu//2372357_2401804_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2372357.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2372357.jpg,animal,"[20, 38, 290, 404]",[{31: ['giraffe']}],giraffe,{'giraffe': 31},{},{'zebra': 1},{'giraffe': 1.0},{'giraffe': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},31,0,['giraffe'],giraffe,a giraffe,giraffe
393,15709,2377244,567036,http://object-naming-amore.upf.edu//2377244_567036_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2377244.jpg,cow,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2377244.jpg,animal,"[36, 12, 438, 310]",[{32: ['cow']}],cow,{'cow': 32},{},{'animal': 1},{'cow': 1.0},{'cow': {'None': 1.0}},32,1.0,0.0,1,animals_plants,train,{'cow': {'cow': 1.0}},32,0,['cow'],cow,cow,cow
394,9850,2356192,1889518,http://object-naming-amore.upf.edu//2356192_1889518_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2356192.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2356192.jpg,animal,"[255, 103, 217, 225]",[{33: ['cat']}],cat,{'cat': 33},{},"{'cd player': 1, 'dog': 1}",{'cat': 1.0},{'cat': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},33,0,['cat'],The cat is looking at the bird,The red box with a bird on it,The object in the red box with the first name that comes to mind is a cat
395,24964,2416551,3139283,http://object-naming-amore.upf.edu//2416551_3139283_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2416551.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2416551.jpg,animal,"[86, 17, 235, 355]","[{2: ['giraffe and zebra']}, {4: ['zebra']}, {29: ['giraffe']}]",giraffe,{'giraffe': 29},"{'zebra': 4, 'giraffe and zebra': 2}",{},"{'giraffe and zebra': 0.33, 'zebra': 0.33, 'giraffe': 1.0}","{'giraffe and zebra': {'bounding box': 1.0}, 'zebra': {'bounding box': 1.0}, 'giraffe': {'None': 1.0}}",29,1.0,0.0,1,animals_plants,train,"{'giraffe and zebra': {'giraffe and zebra': 1.0, 'zebra': 0.0, 'giraffe': 0.0}, 'zebra': {'giraffe and zebra': 0.0, 'zebra': 1.0, 'giraffe': 0.0}, 'giraffe': {'giraffe and zebra': 0.0, 'zebra': 0.0, 'giraffe': 1.0}}",29,6,['giraffe'],giraffe,giraffe,giraffe
396,8316,2350159,1911421,http://object-naming-amore.upf.edu//2350159_1911421_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350159.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2350159.jpg,animal,"[74, 27, 281, 297]",[{33: ['giraffe']}],giraffe,{'giraffe': 33},{},"{'guy': 1, 'animal': 1}",{'giraffe': 1.0},{'giraffe': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},33,0,['giraffe'],giraffe,giraffe,giraffe
397,22778,2408064,268895,http://object-naming-amore.upf.edu//2408064_268895_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408064.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2408064.jpg,animal,"[73, 167, 184, 264]",[{28: ['giraffe']}],giraffe,{'giraffe': 28},{},{'animal': 1},{'giraffe': 1.0},{'giraffe': {'None': 1.0}},28,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},28,0,['giraffe'],Giraffe,The red box,Giraffe
398,13913,2370727,2434557,http://object-naming-amore.upf.edu//2370727_2434557_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2370727.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2370727.jpg,animal,"[100, 111, 231, 155]",[{26: ['horse']}],horse,{'horse': 26},{},"{'body': 1, 'boot': 1}",{'horse': 1.0},{'horse': {'None': 1.0}},26,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},26,0,['horse'],A horse,Two red horses with some dogs,"Two men on horseback, one with a dog, one with a dog, one with a dog"
399,10539,2358696,2291359,http://object-naming-amore.upf.edu//2358696_2291359_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2358696.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2358696.jpg,animal,"[30, 96, 272, 267]",[{35: ['horse']}],horse,{'horse': 35},{},{'animal': 1},{'horse': 1.0},{'horse': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},35,0,['horse'],horse,person,horse
400,10217,2357578,2694984,http://object-naming-amore.upf.edu//2357578_2694984_seed_ambiguous.png,https://cs.stanford.edu/people/rak248/VG_100K/2357578.jpg,windbreaker,clothing,overgarment.n.01,"{'coat': 1.0, 'jacket': 1.0}",1.0,{'None': 1.0},2357578.jpg,article of clothing,"[61, 150, 288, 269]","[{34: ['jacket', 'coat']}]",jacket,"{'jacket': 31, 'coat': 3}",{},"{'bad': 1, 'clothing': 1}","{'jacket': 1.0, 'coat': 1.0}","{'jacket': {'None': 1.0}, 'coat': {'None': 1.0}}",34,0.9117647058823528,0.4305518670104393,2,clothing,,"{'jacket': {'jacket': 1.0, 'coat': 1.0}, 'coat': {'jacket': 1.0, 'coat': 1.0}}",34,0,"['jacket', 'coat']",tennis racket,tennis racket,tennis racket
401,18677,2390173,1253197,http://object-naming-amore.upf.edu//2390173_1253197_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390173.jpg,tie,clothing,neckwear.n.01,{},0.0,{'other': 1.0},2390173.jpg,article of clothing,"[2, 181, 272, 150]","[{27: ['track', 'tracks', 'train tracks']}, {2: ['sidewalk']}, {2: ['pole']}]",tracks,"{'tracks': 13, 'train tracks': 8, 'track': 6}","{'sidewalk': 2, 'pole': 2}","{'railroad track': 1, 'platform': 1, 'walkway': 1}","{'pole': 0.17, 'sidewalk': 0.17, 'tracks': 1.0, 'train tracks': 1.0, 'track': 1.0}","{'pole': {'other': 0.3, 'bounding box': 0.7}, 'sidewalk': {'visual': 0.7, 'bounding box': 0.3}, 'tracks': {'None': 1.0}, 'train tracks': {'None': 1.0}, 'track': {'None': 1.0}}",27,0.4814814814814814,1.5098693043797229,3,buildings,train,"{'pole': {'pole': 1.0, 'sidewalk': 0.0, 'tracks': 0.0, 'train tracks': 0.0, 'track': 0.0}, 'sidewalk': {'pole': 0.0, 'sidewalk': 1.0, 'tracks': 0.33, 'train tracks': 0.33, 'track': 0.33}, 'tracks': {'pole': 0.0, 'sidewalk': 0.33, 'tracks': 1.0, 'train tracks': 1.0, 'track': 1.0}, 'train tracks': {'pole': 0.0, 'sidewalk': 0.33, 'tracks': 1.0, 'train tracks': 1.0, 'track': 1.0}, 'track': {'pole': 0.0, 'sidewalk': 0.33, 'tracks': 1.0, 'train tracks': 1.0, 'track': 1.0}}",27,4,"['track', 'train', 'track', 'track']",The train,A train running along the tracks,A train on the tracks
402,9122,2353458,3578809,http://object-naming-amore.upf.edu//2353458_3578809_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2353458.jpg,shirt,clothing,shirt.n.01,"{'dress': 1.0, 't-shirt': 1.0}",1.0,{'None': 1.0},2353458.jpg,article of clothing,"[200, 163, 299, 170]","[{27: ['shirt', 'dress', 't-shirt']}, {4: ['wine', 'bottle']}]",shirt,"{'shirt': 23, 't-shirt': 2}","{'dress': 2, 'wine': 2, 'bottle': 2}","{'cl lase': 1, 'jacket': 1, 'court': 1, 'wine bottles': 1, 'glass': 1}","{'dress': 0.33, 'bottle': 0.33, 'wine': 0.33, 'shirt': 1.0, 't-shirt': 1.0}","{'dress': {'visual': 1.0}, 'bottle': {'bounding box': 1.0}, 'wine': {'bounding box': 1.0}, 'shirt': {'None': 1.0}, 't-shirt': {'None': 1.0}}",25,0.92,0.4021791902022728,2,clothing,train,"{'dress': {'dress': 1.0, 'bottle': 0.0, 'wine': 0.0, 'shirt': 1.0, 't-shirt': 1.0}, 'bottle': {'dress': 0.0, 'bottle': 1.0, 'wine': 0.67, 'shirt': 0.0, 't-shirt': 0.0}, 'wine': {'dress': 0.0, 'bottle': 0.67, 'wine': 1.0, 'shirt': 0.0, 't-shirt': 0.0}, 'shirt': {'dress': 1.0, 'bottle': 0.0, 'wine': 0.0, 'shirt': 1.0, 't-shirt': 1.0}, 't-shirt': {'dress': 1.0, 'bottle': 0.0, 'wine': 0.0, 'shirt': 1.0, 't-shirt': 1.0}}",25,6,"['shirt', 'tshirt']",Wine bottle,My husband,Wine bottle
403,8349,2350294,868964,http://object-naming-amore.upf.edu//2350294_868964_singleton_obj.png,https://cs.stanford.edu/people/rak248/VG_100K/2350294.jpg,shirt,clothing,shirt.n.01,{'t-shirt': 1.0},1.0,{'None': 1.0},2350294.jpg,article of clothing,"[69, 118, 177, 194]","[{33: ['shirt', 't-shirt']}, {2: ['player']}]",shirt,"{'shirt': 27, 't-shirt': 6}",{'player': 2},{'desert': 1},"{'player': 0.67, 'shirt': 1.0, 't-shirt': 1.0}","{'player': {'None': 0.3, 'bounding box': 0.7}, 'shirt': {'None': 1.0}, 't-shirt': {'None': 1.0}}",33,0.8181818181818182,0.6840384356390417,2,clothing,train,"{'player': {'player': 1.0, 'shirt': 0.0, 't-shirt': 0.0}, 'shirt': {'player': 0.0, 'shirt': 1.0, 't-shirt': 1.0}, 't-shirt': {'player': 0.0, 'shirt': 1.0, 't-shirt': 1.0}}",33,2,"['shirt', 'tshirt']",frisbee,the frisbee,frisbee
404,6105,2341479,3300592,http://object-naming-amore.upf.edu//2341479_3300592_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2341479.jpg,shirt,clothing,shirt.n.01,"{'jacket': 1.0, 'sweater': 1.0}",1.0,{'None': 1.0},2341479.jpg,article of clothing,"[0, 0, 244, 357]","[{25: ['jacket', 'shirt', 'sweater']}, {5: ['man']}, {2: ['hand']}]",shirt,"{'shirt': 21, 'sweater': 2, 'jacket': 2}","{'man': 5, 'hand': 2}","{'t-shirt': 1, 'kid': 1, 'sweatshirt': 1, 'person': 1}","{'man': 0.5, 'hand': 0.17, 'shirt': 1.0, 'sweater': 0.67, 'jacket': 0.67}","{'man': {'None': 0.3, 'bounding box': 0.7}, 'hand': {'visual': 0.3, 'bounding box': 0.7}, 'shirt': {'None': 1.0}, 'sweater': {'visual': 0.3, 'None': 0.7}, 'jacket': {'visual': 0.3, 'None': 0.7}}",25,0.84,0.7943095546405661,3,clothing,train,"{'man': {'man': 1.0, 'hand': 0.0, 'shirt': 0.0, 'sweater': 0.0, 'jacket': 0.0}, 'hand': {'man': 0.0, 'hand': 1.0, 'shirt': 0.0, 'sweater': 0.0, 'jacket': 0.0}, 'shirt': {'man': 0.0, 'hand': 0.0, 'shirt': 1.0, 'sweater': 1.0, 'jacket': 1.0}, 'sweater': {'man': 0.0, 'hand': 0.0, 'shirt': 1.0, 'sweater': 1.0, 'jacket': 1.0}, 'jacket': {'man': 0.0, 'hand': 0.0, 'shirt': 1.0, 'sweater': 1.0, 'jacket': 1.0}}",25,7,"['shirt', 'sweater', 'jacket']",lime,A man holding a lime,A lime
405,23435,2410318,220594,http://object-naming-amore.upf.edu//2410318_220594_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2410318.jpg,cap,clothing,headdress.n.01,{'hat': 1.0},1.0,{'None': 1.0},2410318.jpg,article of clothing,"[43, 5, 249, 311]","[{34: ['hat', 'cap']}]",hat,"{'hat': 28, 'cap': 6}",{},"{'beanie': 1, 'towel': 1}","{'hat': 1.0, 'cap': 1.0}","{'hat': {'None': 1.0}, 'cap': {'None': 1.0}}",34,0.8235294117647058,0.672294817075638,2,clothing,,"{'hat': {'hat': 1.0, 'cap': 1.0}, 'cap': {'hat': 1.0, 'cap': 1.0}}",34,0,['cap'],cat,cat,a cat wearing a christmas hat
406,12346,2365020,637019,http://object-naming-amore.upf.edu//2365020_637019_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2365020.jpg,shirt,clothing,shirt.n.01,{'t-shirt': 1.0},1.0,{'None': 1.0},2365020.jpg,article of clothing,"[57, 150, 252, 183]","[{32: ['shirt', 't-shirt']}, {2: ['cake']}]",shirt,"{'shirt': 30, 't-shirt': 2}",{'cake': 2},"{'utensil': 1, 'plate': 1}","{'cake': 0.33, 'shirt': 1.0, 't-shirt': 1.0}","{'cake': {'bounding box': 0.3, 'visual': 0.7}, 'shirt': {'None': 1.0}, 't-shirt': {'None': 1.0}}",32,0.9375,0.3372900666170139,2,clothing,train,"{'cake': {'cake': 1.0, 'shirt': 0.0, 't-shirt': 0.0}, 'shirt': {'cake': 0.0, 'shirt': 1.0, 't-shirt': 1.0}, 't-shirt': {'cake': 0.0, 'shirt': 1.0, 't-shirt': 1.0}}",32,2,"['shirt', 'tshirt']",a deep dish pizza,the woman,a slice of deep dish pizza
407,1376,2316508,3273690,http://object-naming-amore.upf.edu//2316508_3273690_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2316508.jpg,shirt,clothing,shirt.n.01,{},1.0,{'None': 1.0},2316508.jpg,article of clothing,"[65, 100, 185, 205]","[{32: ['shirt']}, {2: ['frisbee']}]",shirt,{'shirt': 32},{'frisbee': 2},"{'clothing': 1, 't-shirt': 1}","{'frisbee': 0.17, 'shirt': 1.0}","{'frisbee': {'bounding box': 1.0}, 'shirt': {'None': 1.0}}",32,1.0,0.0,1,clothing,train,"{'frisbee': {'frisbee': 1.0, 'shirt': 0.0}, 'shirt': {'frisbee': 0.0, 'shirt': 1.0}}",32,2,['shirt'],A man in a white shirt and blue jeans,a hat,A man in a white shirt and blue jeans holding a frisbee
408,6527,2343213,926193,http://object-naming-amore.upf.edu//2343213_926193_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2343213.jpg,shirt,clothing,shirt.n.01,{'jersey': 1.0},1.0,{'None': 1.0},2343213.jpg,article of clothing,"[92, 230, 171, 234]","[{29: ['jersey', 'shirt']}, {2: ['bat']}]",shirt,"{'shirt': 19, 'jersey': 10, 'dress': 1}",{'bat': 2},"{'t-shirt': 1, 'uniform': 1, 'baseball jersey': 1, 'boy': 1}","{'bat': 0.33, 'shirt': 1.0, 'jersey': 1.0, 'dress': 'NA'}","{'bat': {'bounding box': 1.0}, 'shirt': {'None': 1.0}, 'jersey': {'None': 1.0}, 'dress': 'NA'}",30,0.6333333333333333,1.1092271387984602,3,clothing,train,"{'bat': {'bat': 1.0, 'shirt': 0.0, 'jersey': 0.0, 'dress': 'NA'}, 'shirt': {'bat': 0.0, 'shirt': 1.0, 'jersey': 1.0, 'dress': 'NA'}, 'jersey': {'bat': 0.0, 'shirt': 1.0, 'jersey': 1.0, 'dress': 'NA'}, 'dress': {'bat': 'NA', 'shirt': 'NA', 'jersey': 'NA', 'dress': 'NA'}}",30,2,"['shirt', 'jersey', 'dress']",Baseball bat,A baseball bat,A baseball bat
409,5170,2336557,3380450,http://object-naming-amore.upf.edu//2336557_3380450_supercat_unique.png,https://cs.stanford.edu/people/rak248/VG_100K/2336557.jpg,shirt,clothing,shirt.n.01,{},1.0,{'None': 1.0},2336557.jpg,article of clothing,"[21, 169, 243, 263]","[{29: ['shirt']}, {2: ['child']}]",shirt,{'shirt': 29},{'child': 2},"{'arm': 1, 'headphone': 1, 'child clothing': 1, 'mouse': 1, 'boy': 1}","{'child': 0.5, 'shirt': 1.0}","{'child': {'bounding box': 1.0}, 'shirt': {'None': 1.0}}",29,1.0,0.0,1,clothing,train,"{'child': {'child': 1.0, 'shirt': 0.0}, 'shirt': {'child': 0.0, 'shirt': 1.0}}",29,2,['shirt'],A child,Computer,A child's hand holding a computer mouse
